time, device, OryConc, CPUTemp, SensorTemp, 
10:28:22, position 1, 7122, 0.0, , 
10:28:27, position 1, -186128, 0.0, , 
10:28:32, position 1, -12732, 0.0, , 
10:28:37, position 1, 90620, 0.0, , 
10:28:42, position 1, 280500, 0.0, , 
10:28:47, position 1, 396944, 0.0, , 
10:28:52, position 1, 13966, 0.0, , 
10:28:57, position 1, 26799, 0.0, , 
10:29:02, position 1, -18844, 0.0, , 
10:29:07, position 1, 238705, 0.0, , 
10:29:12, position 1, 640208, 0.0, , 
10:29:17, position 1, -183809, 0.0, , 
10:29:22, position 1, -113011, 0.0, , 
10:29:27, position 1, -209838, 0.0, , 
10:29:32, position 1, -98568, 0.0, , 
10:29:37, position 1, 48911, 0.0, , 
10:29:42, position 1, 171667, 0.0, , 
10:29:47, position 1, 335060, 0.0, , 
10:29:52, position 1, 413389, 0.0, , 
10:29:57, position 1, -23347, 0.0, , 
10:30:02, position 1, -2027, 0.0, , 
10:30:07, position 1, -159993, 0.0, , 
10:30:12, position 1, 427003, 0.0, , 
10:30:17, position 1, 50443, 0.0, , 
10:30:22, position 1, -224445, 0.0, , 
10:30:27, position 1, 7122, 0.0, , 
10:30:32, position 1, -186128, 0.0, , 
10:30:37, position 1, -12732, 0.0, , 
10:30:42, position 1, 90620, 0.0, , 
10:30:47, position 1, 280500, 0.0, , 
10:30:52, position 1, 396944, 0.0, , 
10:30:57, position 1, 13966, 0.0, , 
10:31:02, position 1, 26799, 0.0, , 
10:31:07, position 1, -18844, 0.0, , 
10:31:12, position 1, 238705, 0.0, , 
10:31:17, position 1, 640208, 0.0, , 
10:31:22, position 1, -183809, 0.0, , 
10:31:27, position 1, -113011, 0.0, , 
10:31:32, position 1, -209838, 0.0, , 
10:31:37, position 1, -98568, 0.0, , 
10:31:42, position 1, 48911, 0.0, , 
10:31:47, position 1, 171667, 0.0, , 
10:31:52, position 1, 335060, 0.0, , 
10:31:57, position 1, 413389, 0.0, , 
10:32:02, position 1, -23347, 0.0, , 
10:32:07, position 1, -2027, 0.0, , 
10:32:12, position 1, -159993, 0.0, , 
10:32:17, position 1, 427003, 0.0, , 
10:32:22, position 1, 50443, 0.0, , 
10:32:27, position 1, -224445, 0.0, , 
10:32:32, position 1, 7122, 0.0, , 
10:32:37, position 1, -186128, 0.0, , 
10:32:42, position 1, -12732, 0.0, , 
10:32:47, position 1, 90620, 0.0, , 
10:32:52, position 1, 280500, 0.0, , 
10:32:57, position 1, 396944, 0.0, , 
10:33:02, position 1, 13966, 0.0, , 
10:33:07, position 1, 26799, 0.0, , 
10:33:12, position 1, -18844, 0.0, , 
10:33:17, position 1, 238705, 0.0, , 
10:33:22, position 1, 640208, 0.0, , 
10:33:27, position 1, -183809, 0.0, , 
10:33:32, position 1, -113011, 0.0, , 
10:33:37, position 1, -209838, 0.0, , 
10:33:42, position 1, -98568, 0.0, , 
10:33:47, position 1, 48911, 0.0, , 
10:33:52, position 1, 171667, 0.0, , 
10:33:57, position 1, 335060, 0.0, , 
10:34:02, position 1, 413389, 0.0, , 
10:34:07, position 1, -23347, 0.0, , 
10:34:12, position 1, -2027, 0.0, , 
10:34:17, position 1, -159993, 0.0, , 
10:34:22, position 1, 427003, 0.0, , 
10:34:27, position 1, 50443, 0.0, , 
10:34:32, position 1, -224445, 0.0, , 
10:34:37, position 1, 7122, 0.0, , 
10:34:42, position 1, -186128, 0.0, , 
10:34:47, position 1, -12732, 0.0, , 
10:34:52, position 1, 90620, 0.0, , 
10:34:57, position 1, 280500, 0.0, , 
10:35:02, position 1, 396944, 0.0, , 
10:35:07, position 1, 13966, 0.0, , 
10:35:12, position 1, 26799, 0.0, , 
10:35:17, position 1, -18844, 0.0, , 
10:35:22, position 1, 238705, 0.0, , 
10:35:27, position 1, 640208, 0.0, , 
10:35:32, position 1, -183809, 0.0, , 
10:35:37, position 1, -113011, 0.0, , 
10:35:42, position 1, -209838, 0.0, , 
10:35:47, position 1, -98568, 0.0, , 
10:35:52, position 1, 48911, 0.0, , 
10:35:57, position 1, 171667, 0.0, , 
10:36:02, position 1, 335060, 0.0, , 
10:36:07, position 1, 413389, 0.0, , 
10:36:12, position 1, -23347, 0.0, , 
10:36:17, position 1, -2027, 0.0, , 
10:36:22, position 1, -159993, 0.0, , 
10:36:27, position 1, 427003, 0.0, , 
10:36:32, position 1, 50443, 0.0, , 
10:36:37, position 1, -224445, 0.0, , 
10:36:42, position 1, 7122, 0.0, , 
10:36:47, position 1, -186128, 0.0, , 
10:36:52, position 1, -12732, 0.0, , 
10:36:57, position 1, 90620, 0.0, , 
10:37:02, position 1, 280500, 0.0, , 
10:37:07, position 1, 396944, 0.0, , 
10:37:12, position 1, 13966, 0.0, , 
10:37:17, position 1, 26799, 0.0, , 
10:37:22, position 1, -18844, 0.0, , 
10:37:27, position 1, 238705, 0.0, , 
10:37:32, position 1, 640208, 0.0, , 
10:37:37, position 1, -183809, 0.0, , 
10:37:42, position 1, -113011, 0.0, , 
10:37:47, position 1, -209838, 0.0, , 
10:37:52, position 1, -98568, 0.0, , 
10:37:57, position 1, 48911, 0.0, , 
10:38:02, position 1, 171667, 0.0, , 
10:38:07, position 1, 335060, 0.0, , 
10:38:12, position 1, 413389, 0.0, , 
10:38:17, position 1, -23347, 0.0, , 
10:38:22, position 1, -2027, 0.0, , 
10:38:27, position 1, -159993, 0.0, , 
10:38:32, position 1, 427003, 0.0, , 
10:38:37, position 1, 50443, 0.0, , 
10:38:42, position 1, -224445, 0.0, , 
10:38:47, position 1, 7122, 0.0, , 
10:38:52, position 1, -186128, 0.0, , 
10:38:57, position 1, -12732, 0.0, , 
10:39:02, position 1, 90620, 0.0, , 
10:39:07, position 1, 280500, 0.0, , 
10:39:12, position 1, 396944, 0.0, , 
10:39:17, position 1, 13966, 0.0, , 
10:39:22, position 1, 26799, 0.0, , 
10:39:27, position 1, -18844, 0.0, , 
10:39:32, position 1, 238705, 0.0, , 
10:39:37, position 1, 640208, 0.0, , 
10:39:42, position 1, -183809, 0.0, , 
10:39:47, position 1, -113011, 0.0, , 
10:39:52, position 1, -209838, 0.0, , 
10:39:57, position 1, -98568, 0.0, , 
10:40:02, position 1, 48911, 0.0, , 
10:40:07, position 1, 171667, 0.0, , 
10:40:12, position 1, 335060, 0.0, , 
10:40:17, position 1, 413389, 0.0, , 
10:40:22, position 1, -23347, 0.0, , 
10:40:27, position 1, -2027, 0.0, , 
10:40:32, position 1, -159993, 0.0, , 
10:40:37, position 1, 427003, 0.0, , 
10:40:42, position 1, 50443, 0.0, , 
10:40:47, position 1, -224445, 0.0, , 
10:40:52, position 1, 7122, 0.0, , 
10:40:57, position 1, -186128, 0.0, , 
10:41:02, position 1, -12732, 0.0, , 
10:41:07, position 1, 90620, 0.0, , 
10:41:12, position 1, 280500, 0.0, , 
10:41:17, position 1, 396944, 0.0, , 
10:41:22, position 1, 13966, 0.0, , 
10:41:27, position 1, 26799, 0.0, , 
10:41:32, position 1, -18844, 0.0, , 
10:41:37, position 1, 238705, 0.0, , 
10:41:42, position 1, 640208, 0.0, , 
10:41:47, position 1, -183809, 0.0, , 
10:41:52, position 1, -113011, 0.0, , 
10:41:57, position 1, -209838, 0.0, , 
10:42:02, position 1, -98568, 0.0, , 
10:42:07, position 1, 48911, 0.0, , 
10:42:12, position 1, 171667, 0.0, , 
10:42:17, position 1, 335060, 0.0, , 
10:42:22, position 1, 413389, 0.0, , 
10:42:27, position 1, -23347, 0.0, , 
10:42:32, position 1, -2027, 0.0, , 
10:42:37, position 1, -159993, 0.0, , 
10:42:42, position 1, 427003, 0.0, , 
10:42:47, position 1, 50443, 0.0, , 
10:42:52, position 1, -224445, 0.0, , 
10:42:57, position 1, 7122, 0.0, , 
10:43:02, position 1, -186128, 0.0, , 
10:43:07, position 1, -12732, 0.0, , 
10:43:12, position 1, 90620, 0.0, , 
10:43:17, position 1, 280500, 0.0, , 
10:43:22, position 1, 396944, 0.0, , 
10:43:27, position 1, 13966, 0.0, , 
10:43:32, position 1, 26799, 0.0, , 
10:43:37, position 1, -18844, 0.0, , 
10:43:42, position 1, 238705, 0.0, , 
10:43:47, position 1, 640208, 0.0, , 
10:43:52, position 1, -183809, 0.0, , 
10:43:57, position 1, -113011, 0.0, , 
10:44:02, position 1, -209838, 0.0, , 
10:44:07, position 1, -98568, 0.0, , 
10:44:12, position 1, 48911, 0.0, , 
10:44:17, position 1, 171667, 0.0, , 
10:44:22, position 1, 335060, 0.0, , 
10:44:27, position 1, 413389, 0.0, , 
10:44:32, position 1, -23347, 0.0, , 
10:44:37, position 1, -2027, 0.0, , 
10:44:42, position 1, -159993, 0.0, , 
10:44:47, position 1, 427003, 0.0, , 
10:44:52, position 1, 50443, 0.0, , 
10:44:57, position 1, -224445, 0.0, , 
10:45:02, position 1, 7122, 0.0, , 
10:45:07, position 1, -186128, 0.0, , 
10:45:12, position 1, -12732, 0.0, , 
10:45:17, position 1, 90620, 0.0, , 
10:45:22, position 1, 280500, 0.0, , 
10:45:27, position 1, 396944, 0.0, , 
10:45:32, position 1, 13966, 0.0, , 
10:45:37, position 1, 26799, 0.0, , 
10:45:42, position 1, -18844, 0.0, , 
10:45:47, position 1, 238705, 0.0, , 
10:45:52, position 1, 640208, 0.0, , 
10:45:57, position 1, -183809, 0.0, , 
10:46:02, position 1, -113011, 0.0, , 
10:46:07, position 1, -209838, 0.0, , 
10:46:12, position 1, -98568, 0.0, , 
10:46:17, position 1, 48911, 0.0, , 
10:46:22, position 1, 171667, 0.0, , 
10:46:27, position 1, 335060, 0.0, , 
10:46:32, position 1, 413389, 0.0, , 
10:46:37, position 1, -23347, 0.0, , 
10:46:42, position 1, -2027, 0.0, , 
10:46:47, position 1, -159993, 0.0, , 
10:46:52, position 1, 427003, 0.0, , 
10:46:57, position 1, 50443, 0.0, , 
10:47:02, position 1, -224445, 0.0, , 
10:47:07, position 1, 7122, 0.0, , 
10:47:12, position 1, -186128, 0.0, , 
10:47:17, position 1, -12732, 0.0, , 
10:47:22, position 1, 90620, 0.0, , 
10:47:27, position 1, 280500, 0.0, , 
10:47:32, position 1, 396944, 0.0, , 
10:47:37, position 1, 13966, 0.0, , 
10:47:42, position 1, 26799, 0.0, , 
10:47:47, position 1, -18844, 0.0, , 
10:47:52, position 1, 238705, 0.0, , 
10:47:57, position 1, 640208, 0.0, , 
10:48:02, position 1, -183809, 0.0, , 
10:48:07, position 1, -113011, 0.0, , 
10:48:12, position 1, -209838, 0.0, , 
10:48:17, position 1, -98568, 0.0, , 
10:48:22, position 1, 48911, 0.0, , 
10:48:27, position 1, 171667, 0.0, , 
10:48:32, position 1, 335060, 0.0, , 
10:48:37, position 1, 413389, 0.0, , 
10:48:42, position 1, -23347, 0.0, , 
10:48:47, position 1, -2027, 0.0, , 
10:48:52, position 1, -159993, 0.0, , 
10:48:57, position 1, 427003, 0.0, , 
10:49:02, position 1, 50443, 0.0, , 
10:49:07, position 1, -224445, 0.0, , 
10:49:12, position 1, 7122, 0.0, , 
10:49:17, position 1, -186128, 0.0, , 
10:49:22, position 1, -12732, 0.0, , 
10:49:27, position 1, 90620, 0.0, , 
10:49:32, position 1, 280500, 0.0, , 
10:49:37, position 1, 396944, 0.0, , 
10:49:42, position 1, 13966, 0.0, , 
10:49:47, position 1, 26799, 0.0, , 
10:49:52, position 1, -18844, 0.0, , 
10:49:57, position 1, 238705, 0.0, , 
10:50:02, position 1, 640208, 0.0, , 
10:50:07, position 1, -183809, 0.0, , 
10:50:12, position 1, -113011, 0.0, , 
10:50:17, position 1, -209838, 0.0, , 
10:50:22, position 1, -98568, 0.0, , 
10:50:27, position 1, 48911, 0.0, , 
10:50:32, position 1, 171667, 0.0, , 
10:50:37, position 1, 335060, 0.0, , 
10:50:42, position 1, 413389, 0.0, , 
10:50:47, position 1, -23347, 0.0, , 
10:50:52, position 1, -2027, 0.0, , 
10:50:57, position 1, -159993, 0.0, , 
10:51:02, position 1, 427003, 0.0, , 
10:51:07, position 1, 50443, 0.0, , 
10:51:12, position 1, -224445, 0.0, , 
10:51:17, position 1, 7122, 0.0, , 
10:51:22, position 1, -186128, 0.0, , 
10:51:27, position 1, -12732, 0.0, , 
10:51:32, position 1, 90620, 0.0, , 
10:51:37, position 1, 280500, 0.0, , 
10:51:42, position 1, 396944, 0.0, , 
10:51:47, position 1, 13966, 0.0, , 
10:51:52, position 1, 26799, 0.0, , 
10:51:57, position 1, -18844, 0.0, , 
10:52:02, position 1, 238705, 0.0, , 
10:52:07, position 1, 640208, 0.0, , 
10:52:12, position 1, -183809, 0.0, , 
10:52:17, position 1, -113011, 0.0, , 
10:52:22, position 1, -209838, 0.0, , 
10:52:27, position 1, -98568, 0.0, , 
10:52:32, position 1, 48911, 0.0, , 
10:52:37, position 1, 171667, 0.0, , 
10:52:42, position 1, 335060, 0.0, , 
10:52:47, position 1, 413389, 0.0, , 
10:52:52, position 1, -23347, 0.0, , 
10:52:57, position 1, -2027, 0.0, , 
10:53:02, position 1, -159993, 0.0, , 
10:53:07, position 1, 427003, 0.0, , 
10:53:12, position 1, 50443, 0.0, , 
10:53:17, position 1, -224445, 0.0, , 
10:53:22, position 1, 7122, 0.0, , 
10:53:27, position 1, -186128, 0.0, , 
10:53:32, position 1, -12732, 0.0, , 
10:53:37, position 1, 90620, 0.0, , 
10:53:42, position 1, 280500, 0.0, , 
10:53:47, position 1, 396944, 0.0, , 
10:53:52, position 1, 13966, 0.0, , 
10:53:57, position 1, 26799, 0.0, , 
10:54:02, position 1, -18844, 0.0, , 
10:54:07, position 1, 238705, 0.0, , 
10:54:12, position 1, 640208, 0.0, , 
10:54:17, position 1, -183809, 0.0, , 
10:54:22, position 1, -113011, 0.0, , 
10:54:27, position 1, -209838, 0.0, , 
10:54:32, position 1, -98568, 0.0, , 
10:54:37, position 1, 48911, 0.0, , 
10:54:42, position 1, 171667, 0.0, , 
10:54:47, position 1, 335060, 0.0, , 
10:54:52, position 1, 413389, 0.0, , 
10:54:57, position 1, -23347, 0.0, , 
10:55:02, position 1, -2027, 0.0, , 
10:55:07, position 1, -159993, 0.0, , 
10:55:12, position 1, 427003, 0.0, , 
10:55:17, position 1, 50443, 0.0, , 
10:55:22, position 1, -224445, 0.0, , 
10:55:27, position 1, 7122, 0.0, , 
10:55:32, position 1, -186128, 0.0, , 
10:55:37, position 1, -12732, 0.0, , 
10:55:42, position 1, 90620, 0.0, , 
10:55:47, position 1, 280500, 0.0, , 
10:55:52, position 1, 396944, 0.0, , 
10:55:57, position 1, 13966, 0.0, , 
10:56:02, position 1, 26799, 0.0, , 
10:56:07, position 1, -18844, 0.0, , 
10:56:12, position 1, 238705, 0.0, , 
10:56:17, position 1, 640208, 0.0, , 
10:56:22, position 1, -183809, 0.0, , 
10:56:27, position 1, -113011, 0.0, , 
10:56:32, position 1, -209838, 0.0, , 
10:56:37, position 1, -98568, 0.0, , 
10:56:42, position 1, 48911, 0.0, , 
10:56:47, position 1, 171667, 0.0, , 
10:56:52, position 1, 335060, 0.0, , 
10:56:57, position 1, 413389, 0.0, , 
10:57:02, position 1, -23347, 0.0, , 
10:57:07, position 1, -2027, 0.0, , 
10:57:12, position 1, -159993, 0.0, , 
10:57:17, position 1, 427003, 0.0, , 
10:57:22, position 1, 50443, 0.0, , 
10:57:27, position 1, -224445, 0.0, , 
10:57:32, position 1, 7122, 0.0, , 
10:57:37, position 1, -186128, 0.0, , 
10:57:42, position 1, -12732, 0.0, , 
10:57:47, position 1, 90620, 0.0, , 
10:57:52, position 1, 280500, 0.0, , 
10:57:57, position 1, 396944, 0.0, , 
10:58:02, position 1, 13966, 0.0, , 
10:58:07, position 1, 26799, 0.0, , 
10:58:12, position 1, -18844, 0.0, , 
10:58:17, position 1, 238705, 0.0, , 
10:58:22, position 1, 640208, 0.0, , 
10:58:27, position 1, -183809, 0.0, , 
10:58:32, position 1, -113011, 0.0, , 
10:58:37, position 1, -209838, 0.0, , 
10:58:42, position 1, -98568, 0.0, , 
10:58:47, position 1, 48911, 0.0, , 
10:58:52, position 1, 171667, 0.0, , 
10:58:57, position 1, 335060, 0.0, , 
10:59:02, position 1, 413389, 0.0, , 
10:59:07, position 1, -23347, 0.0, , 
10:59:12, position 1, -2027, 0.0, , 
10:59:17, position 1, -159993, 0.0, , 
10:59:22, position 1, 427003, 0.0, , 
10:59:27, position 1, 50443, 0.0, , 
10:59:32, position 1, -224445, 0.0, , 
10:59:37, position 1, 7122, 0.0, , 
10:59:42, position 1, -186128, 0.0, , 
10:59:47, position 1, -12732, 0.0, , 
10:59:52, position 1, 90620, 0.0, , 
10:59:57, position 1, 280500, 0.0, , 
11:00:02, position 1, 396944, 0.0, , 
11:00:07, position 1, 13966, 0.0, , 
11:00:12, position 1, 26799, 0.0, , 
11:00:17, position 1, -18844, 0.0, , 
11:00:22, position 1, 238705, 0.0, , 
11:00:27, position 1, 640208, 0.0, , 
11:00:32, position 1, -183809, 0.0, , 
11:00:37, position 1, -113011, 0.0, , 
11:00:42, position 1, -209838, 0.0, , 
11:00:47, position 1, -98568, 0.0, , 
11:00:52, position 1, 48911, 0.0, , 
11:00:57, position 1, 171667, 0.0, , 
11:01:02, position 1, 335060, 0.0, , 
11:01:07, position 1, 413389, 0.0, , 
11:01:12, position 1, -23347, 0.0, , 
11:01:17, position 1, -2027, 0.0, , 
11:01:22, position 1, -159993, 0.0, , 
11:01:27, position 1, 427003, 0.0, , 
11:01:32, position 1, 50443, 0.0, , 
11:01:37, position 1, -224445, 0.0, , 
11:01:42, position 1, 7122, 0.0, , 
11:01:47, position 1, -186128, 0.0, , 
11:01:52, position 1, -12732, 0.0, , 
11:01:57, position 1, 90620, 0.0, , 
11:02:02, position 1, 280500, 0.0, , 
11:02:07, position 1, 396944, 0.0, , 
11:02:12, position 1, 13966, 0.0, , 
11:02:17, position 1, 26799, 0.0, , 
11:02:22, position 1, -18844, 0.0, , 
11:02:27, position 1, 238705, 0.0, , 
11:02:32, position 1, 640208, 0.0, , 
11:02:37, position 1, -183809, 0.0, , 
11:02:42, position 1, -113011, 0.0, , 
11:02:47, position 1, -209838, 0.0, , 
11:02:52, position 1, -98568, 0.0, , 
11:02:57, position 1, 48911, 0.0, , 
11:03:02, position 1, 171667, 0.0, , 
11:03:07, position 1, 335060, 0.0, , 
11:03:12, position 1, 413389, 0.0, , 
11:03:17, position 1, -23347, 0.0, , 
11:03:22, position 1, -2027, 0.0, , 
11:03:27, position 1, -159993, 0.0, , 
11:03:32, position 1, 427003, 0.0, , 
11:03:37, position 1, 50443, 0.0, , 
11:03:42, position 1, -224445, 0.0, , 
11:03:47, position 1, 7122, 0.0, , 
11:03:52, position 1, -186128, 0.0, , 
11:03:57, position 1, -12732, 0.0, , 
11:04:02, position 1, 90620, 0.0, , 
11:04:07, position 1, 280500, 0.0, , 
11:04:12, position 1, 396944, 0.0, , 
11:04:17, position 1, 13966, 0.0, , 
11:04:22, position 1, 26799, 0.0, , 
11:04:27, position 1, -18844, 0.0, , 
11:04:32, position 1, 238705, 0.0, , 
11:04:37, position 1, 640208, 0.0, , 
11:04:42, position 1, -183809, 0.0, , 
11:04:47, position 1, -113011, 0.0, , 
11:04:52, position 1, -209838, 0.0, , 
11:04:57, position 1, -98568, 0.0, , 
11:05:02, position 1, 48911, 0.0, , 
11:05:07, position 1, 171667, 0.0, , 
11:05:12, position 1, 335060, 0.0, , 
11:05:17, position 1, 413389, 0.0, , 
11:05:22, position 1, -23347, 0.0, , 
11:05:27, position 1, -2027, 0.0, , 
11:05:32, position 1, -159993, 0.0, , 
11:05:37, position 1, 427003, 0.0, , 
11:05:42, position 1, 50443, 0.0, , 
11:05:47, position 1, -224445, 0.0, , 
11:05:52, position 1, 7122, 0.0, , 
11:05:57, position 1, -186128, 0.0, , 
11:06:02, position 1, -12732, 0.0, , 
11:06:07, position 1, 90620, 0.0, , 
11:06:12, position 1, 280500, 0.0, , 
11:06:17, position 1, 396944, 0.0, , 
11:06:22, position 1, 13966, 0.0, , 
11:06:27, position 1, 26799, 0.0, , 
11:06:32, position 1, -18844, 0.0, , 
11:06:37, position 1, 238705, 0.0, , 
11:06:42, position 1, 640208, 0.0, , 
11:06:47, position 1, -183809, 0.0, , 
11:06:52, position 1, -113011, 0.0, , 
11:06:57, position 1, -209838, 0.0, , 
11:07:02, position 1, -98568, 0.0, , 
11:07:07, position 1, 48911, 0.0, , 
11:07:12, position 1, 171667, 0.0, , 
11:07:17, position 1, 335060, 0.0, , 
11:07:22, position 1, 413389, 0.0, , 
11:07:27, position 1, -23347, 0.0, , 
11:07:32, position 1, -2027, 0.0, , 
11:07:37, position 1, -159993, 0.0, , 
11:07:42, position 1, 427003, 0.0, , 
11:07:47, position 1, 50443, 0.0, , 
11:07:52, position 1, -224445, 0.0, , 
11:07:57, position 1, 7122, 0.0, , 
11:08:02, position 1, -186128, 0.0, , 
11:08:07, position 1, -12732, 0.0, , 
11:08:12, position 1, 90620, 0.0, , 
11:08:17, position 1, 280500, 0.0, , 
11:08:22, position 1, 396944, 0.0, , 
11:08:27, position 1, 13966, 0.0, , 
11:08:32, position 1, 26799, 0.0, , 
11:08:37, position 1, -18844, 0.0, , 
11:08:42, position 1, 238705, 0.0, , 
11:08:47, position 1, 640208, 0.0, , 
11:08:52, position 1, -183809, 0.0, , 
11:08:57, position 1, -113011, 0.0, , 
11:09:02, position 1, -209838, 0.0, , 
11:09:07, position 1, -98568, 0.0, , 
11:09:12, position 1, 48911, 0.0, , 
11:09:17, position 1, 171667, 0.0, , 
11:09:22, position 1, 335060, 0.0, , 
11:09:27, position 1, 413389, 0.0, , 
11:09:32, position 1, -23347, 0.0, , 
11:09:37, position 1, -2027, 0.0, , 
11:09:42, position 1, -159993, 0.0, , 
11:09:47, position 1, 427003, 0.0, , 
11:09:52, position 1, 50443, 0.0, , 
11:09:57, position 1, -224445, 0.0, , 
11:10:02, position 1, 7122, 0.0, , 
11:10:07, position 1, -186128, 0.0, , 
11:10:12, position 1, -12732, 0.0, , 
11:10:17, position 1, 90620, 0.0, , 
11:10:22, position 1, 280500, 0.0, , 
11:10:27, position 1, 396944, 0.0, , 
11:10:32, position 1, 13966, 0.0, , 
11:10:37, position 1, 26799, 0.0, , 
11:10:42, position 1, -18844, 0.0, , 
11:10:47, position 1, 238705, 0.0, , 
11:10:52, position 1, 640208, 0.0, , 
11:10:57, position 1, -183809, 0.0, , 
11:11:02, position 1, -113011, 0.0, , 
11:11:07, position 1, -209838, 0.0, , 
11:11:12, position 1, -98568, 0.0, , 
11:11:17, position 1, 48911, 0.0, , 
11:11:22, position 1, 171667, 0.0, , 
11:11:27, position 1, 335060, 0.0, , 
11:11:32, position 1, 413389, 0.0, , 
11:11:37, position 1, -23347, 0.0, , 
11:11:42, position 1, -2027, 0.0, , 
11:11:47, position 1, -159993, 0.0, , 
11:11:52, position 1, 427003, 0.0, , 
11:11:57, position 1, 50443, 0.0, , 
11:12:02, position 1, -224445, 0.0, , 
11:12:07, position 1, 7122, 0.0, , 
11:12:12, position 1, -186128, 0.0, , 
11:12:17, position 1, -12732, 0.0, , 
11:12:22, position 1, 90620, 0.0, , 
11:12:27, position 1, 280500, 0.0, , 
11:12:32, position 1, 396944, 0.0, , 
11:12:37, position 1, 13966, 0.0, , 
11:12:42, position 1, 26799, 0.0, , 
11:12:47, position 1, -18844, 0.0, , 
11:12:52, position 1, 238705, 0.0, , 
11:12:57, position 1, 640208, 0.0, , 
11:13:02, position 1, -183809, 0.0, , 
11:13:07, position 1, -113011, 0.0, , 
11:13:12, position 1, -209838, 0.0, , 
11:13:17, position 1, -98568, 0.0, , 
11:13:22, position 1, 48911, 0.0, , 
11:13:27, position 1, 171667, 0.0, , 
11:13:32, position 1, 335060, 0.0, , 
11:13:37, position 1, 413389, 0.0, , 
11:13:42, position 1, -23347, 0.0, , 
11:13:47, position 1, -2027, 0.0, , 
11:13:52, position 1, -159993, 0.0, , 
11:13:57, position 1, 427003, 0.0, , 
11:14:02, position 1, 50443, 0.0, , 
11:14:07, position 1, -224445, 0.0, , 
11:14:12, position 1, 7122, 0.0, , 
11:14:17, position 1, -186128, 0.0, , 
11:14:22, position 1, -12732, 0.0, , 
11:14:27, position 1, 90620, 0.0, , 
11:14:32, position 1, 280500, 0.0, , 
11:14:37, position 1, 396944, 0.0, , 
11:14:42, position 1, 13966, 0.0, , 
11:14:47, position 1, 26799, 0.0, , 
11:14:52, position 1, -18844, 0.0, , 
11:14:57, position 1, 238705, 0.0, , 
11:15:02, position 1, 640208, 0.0, , 
11:15:07, position 1, -183809, 0.0, , 
11:15:12, position 1, -113011, 0.0, , 
11:15:17, position 1, -209838, 0.0, , 
11:15:22, position 1, -98568, 0.0, , 
11:15:27, position 1, 48911, 0.0, , 
11:15:32, position 1, 171667, 0.0, , 
11:15:37, position 1, 335060, 0.0, , 
11:15:42, position 1, 413389, 0.0, , 
11:15:47, position 1, -23347, 0.0, , 
11:15:52, position 1, -2027, 0.0, , 
11:15:57, position 1, -159993, 0.0, , 
11:16:02, position 1, 427003, 0.0, , 
11:16:07, position 1, 50443, 0.0, , 
11:16:12, position 1, -224445, 0.0, , 
11:16:17, position 1, 7122, 0.0, , 
11:16:22, position 1, -186128, 0.0, , 
11:16:27, position 1, -12732, 0.0, , 
11:16:32, position 1, 90620, 0.0, , 
11:16:37, position 1, 280500, 0.0, , 
11:16:42, position 1, 396944, 0.0, , 
11:16:47, position 1, 13966, 0.0, , 
11:16:52, position 1, 26799, 0.0, , 
11:16:57, position 1, -18844, 0.0, , 
11:17:02, position 1, 238705, 0.0, , 
11:17:07, position 1, 640208, 0.0, , 
11:17:12, position 1, -183809, 0.0, , 
11:17:17, position 1, -113011, 0.0, , 
11:17:22, position 1, -209838, 0.0, , 
11:17:27, position 1, -98568, 0.0, , 
11:17:32, position 1, 48911, 0.0, , 
11:17:37, position 1, 171667, 0.0, , 
11:17:42, position 1, 335060, 0.0, , 
11:17:47, position 1, 413389, 0.0, , 
11:17:52, position 1, -23347, 0.0, , 
11:17:57, position 1, -2027, 0.0, , 
11:18:02, position 1, -159993, 0.0, , 
11:18:07, position 1, 427003, 0.0, , 
11:18:12, position 1, 50443, 0.0, , 
11:18:17, position 1, -224445, 0.0, , 
11:18:22, position 1, 7122, 0.0, , 
11:18:27, position 1, -186128, 0.0, , 
11:18:32, position 1, -12732, 0.0, , 
11:18:37, position 1, 90620, 0.0, , 
11:18:42, position 1, 280500, 0.0, , 
11:18:47, position 1, 396944, 0.0, , 
11:18:52, position 1, 13966, 0.0, , 
11:18:57, position 1, 26799, 0.0, , 
11:19:02, position 1, -18844, 0.0, , 
11:19:07, position 1, 238705, 0.0, , 
11:19:12, position 1, 640208, 0.0, , 
11:19:17, position 1, -183809, 0.0, , 
11:19:22, position 1, -113011, 0.0, , 
11:19:27, position 1, -209838, 0.0, , 
11:19:32, position 1, -98568, 0.0, , 
11:19:37, position 1, 48911, 0.0, , 
11:19:42, position 1, 171667, 0.0, , 
11:19:47, position 1, 335060, 0.0, , 
11:19:52, position 1, 413389, 0.0, , 
11:19:57, position 1, -23347, 0.0, , 
11:20:02, position 1, -2027, 0.0, , 
11:20:07, position 1, -159993, 0.0, , 
11:20:12, position 1, 427003, 0.0, , 
11:20:17, position 1, 50443, 0.0, , 
11:20:22, position 1, -224445, 0.0, , 
11:20:27, position 1, 7122, 0.0, , 
11:20:32, position 1, -186128, 0.0, , 
11:20:37, position 1, -12732, 0.0, , 
11:20:42, position 1, 90620, 0.0, , 
11:20:47, position 1, 280500, 0.0, , 
11:20:52, position 1, 396944, 0.0, , 
11:20:57, position 1, 13966, 0.0, , 
11:21:02, position 1, 26799, 0.0, , 
11:21:07, position 1, -18844, 0.0, , 
11:21:12, position 1, 238705, 0.0, , 
